"uid1","uid2"
9458,17128
9459,64391
9460,65412
9461,4322
9462,63020
9463,43173
9464,23280
9465,34989
9466,52059
9467,55723
9468,9322
9469,67624
9470,63490
9471,3198
9472,48251
9473,71213
9474,20165
9475,55975
9476,59826
9477,53284
9478,72801
9479,13569
9480,27391
9481,32900
9482,48163
9483,56648
9484,26065
9485,43208
9486,37524
9487,73032
9488,53568
9489,28239
9490,11398
9491,70221
9492,32059
9493,66903
9494,31835
9495,52553
9496,65720
9497,27136
9498,54520
9499,70409
9500,5064
9501,28948
9502,32857
9503,46375
9504,20088
9505,15028
9506,48084
9507,6496
9508,48913
9509,18057
9510,10533
9511,22849
9512,64026
9513,20551
9514,66682
9515,67756
9516,24396
9517,35672
9518,65553
9519,56348
9520,19885
9521,31764
9522,70400
9523,10269
9524,64532
9525,46274
9526,34429
9527,58789
9528,69439
9529,17960
9530,19413
9531,5714
9532,7892
9533,13921
9534,38788
9535,31301
9536,28879
9537,65496
9538,18078
9539,32952
9540,26627
9541,72790
9542,71315
9543,48442
9544,54671
9545,68780
9546,60645
9547,65799
9548,15110
9549,67581
9550,15071
9551,1001
9552,24789
9553,59593
9554,15103
9555,72539
9556,66792
9557,43385
9558,30579
9559,39831
9560,49237
9561,5658
9562,57352
9563,52158
9564,37296
9565,68150
9566,65727
9567,23953
9568,31966
9569,16287
9570,18195
9571,13471
9572,50873
9573,71875
9574,5593
9575,17621
9576,57176
9577,5821
9578,31706
9579,54591
9580,33919
9581,40331
9582,21507
9583,74501
9584,29317
9585,12667
9586,67346
9587,20406
9588,3216
9589,13882
9590,69112
9591,21079
9592,25189
9593,16677
9594,2857
9595,4033
9596,35564
9597,35224
9598,25856
9599,20242
9600,54031
9601,38111
9602,20433
9603,48443
9604,69801
9605,4412
9606,16246
9607,60885
9608,23971
9609,45683
9610,74482
9611,64704
9612,54902
9613,35399
9614,42648
9615,75009
9616,67125
9617,66175
9618,61838
9619,39380
9620,17830
9621,20705
9622,22505
9623,681
9624,6118
9625,2433
9626,4094
9627,35790
9628,4403
9629,65991
9630,53422
9631,74981
9632,44270
9633,49798
9634,5164
9635,31334
9636,39807
9637,32445
9638,28026
9639,5316
9640,69971
9641,41592
9642,35237
9643,21531
9644,1990
9645,60487
9646,43390
9647,17837
9648,26538
9649,9875
9650,1836
9651,33582
9652,44708
9653,12626
9654,21184
9655,3264
9656,44340
9657,62676
9658,21327
9659,6967
9660,18485
9661,4063
9662,23620
9663,39751
9664,54252
9665,74669
9666,4330
9667,50602
9668,61256
9669,68320
9670,52353
9671,55097
9672,4991
9673,45059
9674,56947
9675,22996
9676,2917
9677,43624
9678,60647
9679,21152
9680,63949
9681,27313
9682,55400
9683,36618
9684,24920
9685,43713
9686,40442
9687,20272
9688,19378
9689,67871
9690,74581
9691,61962
9692,11829
9693,62762
9694,30120
9695,50986
9696,7742
9697,50536
9698,24106
9699,47739
9700,11475
9701,65597
9702,53017
9703,49596
9704,4039
9705,53599
9706,40600
9707,37029
9708,244
9709,43534
9710,21681
9711,60459
9712,13366
9713,27402
9714,11558
9715,2168
9716,74171
9717,54541
9718,75519
9719,13998
9720,28589
9721,51531
9722,61877
9723,9979
9724,361
9725,72017
9726,67890
9727,20047
9728,47828
9729,60602
9730,65944
9731,36008
9732,64484
9733,46103
9734,8795
9735,74425
9736,54409
9737,7624
9738,51224
9739,23447
9740,28200
9741,73815
9742,19415
9743,40909
9744,39161
9745,4913
9746,8563
9747,42694
9748,4361
9749,8600
9750,48853
9751,69128
9752,5219
9753,63405
9754,54749
9755,7350
9756,63042
9757,72976
9758,50373
9759,56064
9760,27243
9761,71992
9762,60417
9763,26426
9764,53526
9765,20631
9766,33817
9767,65257
9768,22674
9769,12093
9770,70372
9771,21288
9772,16605
9773,877
9774,45924
9775,31571
9776,42103
9777,23571
9778,37574
9779,43227
9780,34617
9781,54980
9782,61791
9783,31695
9784,52264
9785,48125
9786,51054
9787,70909
9788,16131
9789,70261
9790,35067
9791,6902
9792,58562
9793,10298
9794,68600
9795,23430
9796,40440
9797,44029
9798,72088
9799,8589
9800,21790
9801,30698
9802,28977
9803,3642
9804,29913
9805,57567
9806,56760
9807,20059
9808,8998
9809,15528
9810,31839
9811,49592
9812,21994
9813,37873
9814,56257
9815,16868
9816,45005
9817,19787
9818,61265
9819,67875
9820,39963
9821,48938
9822,35862
9823,68991
9824,9348
9825,6993
9826,65552
9827,55634
9828,9088
9829,47072
9830,42056
9831,35558
9832,43168
9833,19493
9834,17891
9835,19307
9836,45106
9837,71008
9838,72368
9839,983
9840,10187
9841,5066
9842,47549
9843,60754
9844,34972
9845,19980
9846,51002
9847,50569
9848,11600
9849,40097
9850,21048
9851,22740
9852,18443
9853,12712
9854,20446
9855,63378
9856,29989
9857,75244
9858,57666
9859,21589
9860,72504
9861,12535
9862,17553
9863,39790
9864,44082
9865,8083
9866,21308
9867,3334
9868,30681
9869,61995
9870,65625
9871,45145
9872,60210
9873,70283
9874,65652
9875,44322
9876,47501
9877,58372
9878,57744
9879,75436
9880,21162
9881,23177
9882,23985
9883,38320
9884,72585
9885,62818
9886,45733
9887,35342
9888,5831
9889,50983
9890,25402
9891,12050
9892,58041
9893,1815
9894,34364
9895,68967
9896,59927
9897,24979
9898,7932
9899,72250
9900,56494
9901,46907
9902,21574
9903,17755
9904,6420
9905,53831
9906,16252
9907,10829
9908,28808
9909,61263
9910,58720
9911,60145
9912,13291
9913,48865
9914,17373
9915,6218
9916,38109
9917,60483
9918,21649
9919,70632
9920,55997
9921,63365
9922,64526
9923,53863
9924,60860
9925,27368
9926,55833
9927,28439
9928,59806
9929,28625
9930,25924
9931,32273
9932,56810
9933,28545
9934,43807
9935,74825
9936,41529
9937,62359
9938,30118
9939,55883
9940,44777
9941,28104
9942,51323
9943,20710
9944,65736
9945,67769
9946,69374
9947,51706
9948,587
9949,35304
9950,29806
9951,20272
9952,32626
9953,17893
9954,55682
9955,69606
9956,28134
9957,4217
9958,27600
9959,75745
9960,20227
9961,63260
9962,3401
9963,19585
9964,8963
9965,19349
9966,71619
9967,53723
9968,42000
9969,1131
9970,45504
9971,74409
9972,31922
9973,3174
9974,36253
9975,71027
9976,71287
9977,40134
9978,22560
9979,69068
9980,35260
9981,65427
9982,48234
9983,9366
9984,39428
9985,53666
9986,12282
9987,21538
9988,67539
9989,74823
9990,62167
9991,52097
9992,550
9993,33158
9994,38921
9995,19181
9996,36305
9997,10638
9998,31712
9999,52059
10000,24064
10001,34285
10002,56569
10003,48771
10004,36203
10005,8979
10006,35563
10007,68126
10008,31046
10009,49989
10010,70437
10011,65131
10012,71312
10013,36129
10014,68018
10015,71833
10016,69105
10017,8473
10018,48318
10019,19853
10020,21460
10021,39628
10022,29559
10023,35054
10024,39629
10025,28209
10026,36101
10027,44702
10028,50575
10029,16388
10030,67099
10031,49776
10032,11774
10033,50256
10034,60868
10035,63701
10036,37414
10037,25206
10038,7333
10039,36389
10040,52191
10041,58712
10042,70398
10043,53430
10044,12515
10045,51716
10046,9357
10047,52128
10048,70960
10049,6805
10050,23183
10051,65225
10052,224
10053,27449
10054,21595
10055,4619
10056,16841
10057,55463
10058,15724
10059,26462
10060,63551
10061,4745
10062,3310
10063,14705
10064,10704
10065,17759
10066,24208
10067,69087
10068,28250
10069,58621
10070,65471
10071,64044
10072,20336
10073,50275
10074,7008
10075,11029
10076,41179
10077,6362
10078,1801
10079,53289
10080,22247
10081,6335
10082,45070
10083,64218
10084,36659
10085,61921
10086,52050
10087,2147
10088,49780
10089,72098
10090,71096
10091,35741
10092,7683
10093,14090
10094,55957
10095,57821
10096,52892
10097,156
10098,31058
10099,16381
10100,22958
10101,10043
10102,70447
10103,16451
10104,35577
10105,74944
10106,51647
10107,25853
10108,2277
10109,34000
10110,41818
10111,75053
10112,15680
10113,40755
10114,49839
10115,39907
10116,31262
10117,45860
10118,70200
10119,44754
10120,30194
10121,597
10122,58894
10123,37757
10124,36534
10125,7202
10126,61436
10127,17839
10128,52285
10129,52760
10130,45488
10131,13757
10132,18424
10133,47424
10134,5668
10135,34445
10136,55488
10137,922
10138,41433
10139,13914
10140,34567
10141,5799
10142,73815
10143,57588
10144,54312
10145,70950
10146,53065
10147,16032
10148,7690
10149,56890
10150,5028
10151,28384
10152,29570
10153,45941
10154,21061
10155,27852
10156,57233
10157,18718
10158,15391
10159,31895
10160,41966
10161,38515
10162,15470
10163,18224
10164,38082
10165,69291
10166,36098
10167,3244
10168,7874
10169,48911
10170,45757
10171,23665
10172,69677
10173,58654
10174,25233
10175,48567
10176,38832
10177,4766
10178,17740
10179,70007
10180,8683
10181,1273
10182,15234
10183,68975
10184,73721
10185,31480
10186,58767
10187,21557
10188,48267
10189,9073
10190,4466
10191,71708
10192,74634
10193,30941
10194,41483
10195,73314
10196,33621
10197,36868
10198,42618
10199,8033
10200,21846
10201,53318
10202,53910
10203,39839
10204,55242
10205,34521
10206,1377
10207,136
10208,28760
10209,61626
10210,25938
10211,36758
10212,3967
10213,66274
10214,70019
10215,38228
10216,68412
10217,577
10218,27727
10219,43090
10220,19287
10221,49198
10222,40430
10223,17247
10224,10623
10225,48369
10226,49180
10227,32509
10228,14359
10229,20006
10230,13468
10231,62112
10232,51955
10233,26282
10234,3943
10235,2253
10236,6136
10237,27189
10238,34834
10239,2743
10240,63850
10241,4890
10242,60660
10243,35203
10244,49216
10245,60725
10246,61754
10247,26929
10248,38938
10249,73916
10250,48806
10251,64325
10252,26170
10253,61770
10254,70331
10255,17980
10256,21238
10257,56538
10258,64484
10259,20418
10260,45468
10261,6375
10262,25988
10263,50749
10264,65191
10265,32980
10266,45255
10267,38325
10268,40453
10269,75606
10270,13851
10271,13813
10272,26325
10273,36991
10274,15925
10275,2340
10276,53508
10277,61817
10278,27117
10279,44620
10280,17861
10281,59940
10282,14628
10283,33295
10284,955
10285,61004
10286,71831
10287,65387
10288,50392
10289,48612
10290,47510
10291,60785
10292,28538
10293,10187
10294,51531
10295,34044
10296,46761
10297,45152
10298,3341
10299,46476
10300,4322
10301,7672
10302,59382
10303,63119
10304,18495
10305,512
10306,28786
10307,65096
10308,53407
10309,960
10310,29983
10311,33163
10312,61661
10313,73085
10314,3625
10315,58009
10316,61086
10317,27148
10318,59450
10319,15261
10320,51252
10321,5718
10322,3183
10323,48878
10324,68683
10325,17008
10326,48806
10327,72896
10328,16143
10329,73236
10330,13215
10331,64412
10332,27386
10333,28639
10334,2720
10335,47046
10336,29152
10337,58387
10338,18528
10339,57897
10340,65704
10341,22839
10342,69204
10343,42258
10344,8631
10345,26014
10346,50823
10347,4323
10348,11820
10349,71726
10350,24878
10351,17609
10352,4667
10353,68454
10354,69916
10355,46801
10356,14597
10357,22790
10358,37858
10359,14551
10360,23863
10361,67427
10362,30993
10363,34741
10364,69988
10365,71421
10366,17071
10367,74349
10368,6169
10369,68662
10370,44709
10371,62091
10372,9570
10373,62298
10374,43745
10375,64235
10376,3675
10377,46843
10378,25087
10379,26803
10380,38490
10381,7775
10382,44523
10383,35348
10384,12468
10385,21136
10386,3970
10387,72770
10388,46068
10389,7066
10390,63401
10391,50056
10392,65441
10393,21540
10394,37222
10395,27976
10396,48319
10397,61150
10398,7787
10399,7615
10400,75336
10401,23373
10402,72019
10403,72774
10404,16334
10405,42002
10406,56567
10407,27804
10408,71355
10409,65598
10410,56397
10411,44910
10412,17225
10413,62855
10414,32124
10415,69253
10416,9476
10417,32393
10418,11927
10419,58302
10420,34676
10421,17696
10422,17251
10423,30469
10424,23483
10425,57781
10426,18117
10427,32451
10428,61717
10429,42029
10430,7029
10431,74358
10432,56811
10433,38609
10434,56929
10435,68747
10436,59238
10437,52669
10438,56185
10439,32406
10440,37123
10441,36661
10442,68142
10443,1176
10444,13578
10445,47506
10446,26393
10447,58541
10448,14456
10449,4102
10450,36795
10451,17878
10452,8679
10453,51996
10454,17043
10455,39160
10456,47858
10457,63732
10458,33979
10459,38030
10460,42500
10461,61317
10462,10862
10463,65417
10464,23136
10465,37672
10466,44885
10467,58747
10468,72543
10469,71275
10470,39025
10471,57872
10472,2886
10473,16768
10474,55543
10475,24962
10476,11742
10477,44416
10478,46797
10479,13889
10480,13867
10481,64784
10482,13748
10483,30903
10484,9665
10485,38021
10486,23995
10487,70171
10488,13950
10489,56808
10490,74690
10491,54365
10492,23846
10493,14936
10494,4003
10495,14100
10496,39484
10497,41632
10498,24445
10499,50020
10500,21525
10501,26847
10502,6298
10503,19562
10504,60420
10505,21290
10506,34049
10507,74018
10508,44161
10509,55556
10510,65481
10511,21476
10512,10841
10513,412
10514,44878
10515,1530
10516,39048
10517,14463
10518,6776
10519,58827
10520,6282
10521,45474
10522,67667
10523,57107
10524,7587
10525,45569
10526,23784
10527,40429
10528,39997
10529,15131
10530,30143
10531,50926
10532,20867
10533,60587
10534,50297
10535,23478
10536,36518
10537,30964
10538,2581
10539,26124
10540,24072
10541,57554
10542,23389
10543,944
10544,30085
10545,32362
10546,46866
10547,12280
10548,3567
10549,24139
10550,61380
10551,24604
10552,15679
10553,59309
10554,39188
10555,41814
10556,55715
10557,13319
10558,73286
10559,60885
10560,31197
10561,71149
10562,4288
10563,24153
10564,62725
10565,5310
10566,74
10567,40885
10568,4399
10569,45802
10570,60147
10571,9998
10572,40289
10573,28992
10574,25603
10575,24079
10576,53285
10577,65885
10578,11316
10579,46424
10580,2339
10581,18412
10582,216
10583,51144
10584,73567
10585,73884
10586,57814
10587,68610
10588,74573
10589,116
10590,54086
10591,66101
10592,53804
10593,12040
10594,66572
10595,34315
10596,53475
10597,73989
10598,36157
10599,68787
10600,44499
10601,55331
10602,72362
10603,45362
10604,22639
10605,41860
10606,46701
10607,40239
10608,23499
10609,3744
10610,17303
10611,46422
10612,14756
10613,17827
10614,47151
10615,12073
10616,50407
10617,75345
10618,54234
10619,68060
10620,62076
10621,14768
10622,47143
10623,42038
10624,62997
10625,20948
10626,70265
10627,49183
10628,8741
10629,17261
10630,29456
10631,3522
10632,20860
10633,19525
10634,9906
10635,34997
10636,10353
10637,21134
10638,14236
10639,55746
10640,65830
10641,4752
10642,21664
10643,50868
10644,27800
10645,44844
10646,29337
10647,29886
10648,67028
10649,56967
10650,32258
10651,674
10652,15639
10653,13422
10654,28077
10655,66629
10656,41116
10657,63471
10658,44223
10659,25587
10660,72089
10661,58671
10662,19096
10663,74177
10664,26474
10665,30952
10666,61551
10667,23391
10668,28417
10669,407
10670,69158
10671,63457
10672,6403
10673,53928
10674,64629
10675,32698
10676,56074
10677,21168
10678,59203
10679,53197
10680,28317
10681,72118
10682,47903
10683,67864
10684,5078
10685,15147
10686,53067
10687,6565
10688,12597
10689,57188
10690,48825
10691,9348
10692,23145
10693,74343
10694,62217
10695,64627
10696,47438
10697,37351
10698,67523
10699,40779
10700,4423
10701,43187
10702,2337
10703,70452
10704,49259
10705,28088
10706,33372
10707,20221
10708,62995
10709,49261
10710,38369
10711,58263
10712,29415
10713,10908
10714,63941
10715,69963
10716,53376
10717,57855
10718,22346
10719,21847
10720,4308
10721,37118
10722,68047
10723,53147
10724,66160
10725,59895
10726,61790
10727,8216
10728,22550
10729,51402
10730,55609
10731,46265
10732,13214
10733,46379
10734,24251
10735,51202
10736,69694
10737,3805
10738,9152
10739,46274
10740,63331
10741,24945
10742,9616
10743,73918
10744,24832
10745,7135
10746,638
10747,62855
10748,61988
10749,29816
10750,66536
10751,2905
10752,72248
10753,40578
10754,46567
10755,47982
10756,26157
10757,46801
10758,70384
10759,26755
10760,47234
10761,61072
10762,22272
10763,32366
10764,3337
10765,6628
10766,20908
10767,22233
10768,515
10769,31752
10770,10763
10771,74366
10772,59312
10773,21918
10774,1008
10775,4264
10776,47663
10777,71279
10778,6754
10779,49443
10780,70385
10781,17493
10782,1337
10783,68560
10784,9246
10785,47004
10786,49971
10787,6274
10788,1782
10789,8144
10790,47129
10791,75375
10792,29772
10793,71497
10794,32132
10795,44832
10796,30817
10797,69098
10798,30728
10799,47019
10800,6228
10801,27142
10802,67313
10803,53524
10804,1738
10805,41379
10806,10404
10807,3086
10808,50089
10809,67194
10810,58150
10811,50040
10812,31529
10813,13343
10814,40733
10815,39001
10816,28929
10817,52996
10818,55806
10819,50278
10820,44280
10821,49137
10822,14936
10823,26885
10824,25163
10825,71300
10826,9849
10827,57097
10828,46736
10829,71030
10830,31137
10831,5600
10832,21780
10833,34901
10834,62840
10835,48026
10836,26248
10837,73856
10838,58057
10839,25596
10840,38633
10841,64262
10842,39812
10843,12290
10844,50996
10845,59547
10846,45007
10847,71361
10848,1698
10849,35850
10850,43600
10851,57953
10852,35686
10853,62971
10854,18208
10855,69279
10856,50201
10857,21379
10858,31422
10859,14201
10860,63859
10861,45348
10862,37742
10863,31727
10864,63898
10865,46208
10866,63442
10867,61896
10868,27633
10869,2990
10870,4800
10871,53130
10872,50801
10873,55284
10874,51650
10875,63818
10876,50519
10877,70819
10878,38081
10879,5086
10880,18105
10881,25139
10882,45777
10883,14847
10884,45976
10885,37482
10886,14466
10887,16292
10888,56903
10889,55386
10890,33062
10891,45234
10892,75641
10893,30077
10894,63117
10895,46462
10896,6564
10897,12781
10898,18123
10899,8365
10900,22090
10901,57467
10902,19977
10903,57293
10904,39435
10905,22728
10906,44462
10907,69228
10908,62186
10909,74095
10910,1206
10911,24586
10912,63028
10913,68452
10914,66523
10915,26083
10916,13869
10917,7571
10918,70208
10919,74840
10920,75303
10921,35805
10922,21362
10923,54668
10924,24478
10925,12135
10926,22246
10927,48500
10928,69097
10929,6037
10930,10675
10931,22873
10932,36028
10933,43726
10934,43386
10935,53819
10936,37234
10937,58613
10938,50447
10939,50575
10940,51233
10941,71947
10942,5012
10943,31175
10944,60256
10945,55221
10946,22151
10947,21226
10948,69869
10949,1631
10950,19439
10951,38523
10952,9436
10953,57267
10954,59262
10955,14537
10956,75509
10957,39245
10958,71306
10959,13958
10960,56900
10961,3635
10962,11485
10963,4155
10964,45882
10965,32100
10966,58729
10967,11252
10968,18474
10969,37961
10970,68075
10971,33208
10972,35228
10973,43568
10974,2583
10975,8042
10976,54950
10977,48793
10978,4806
10979,50356
10980,25801
10981,59069
10982,16768
10983,57593
10984,72771
10985,19682
10986,16452
10987,67386
10988,58142
10989,75464
10990,43834
10991,63237
10992,11339
10993,40949
10994,67222
10995,74007
10996,50252
10997,19315
10998,47561
10999,37563
11000,32123
11001,10115
11002,22854
11003,13401
11004,48113
11005,65203
11006,47248
11007,54340
11008,62234
11009,14650
11010,70372
11011,8523
11012,59005
11013,18864
11014,1503
11015,21281
11016,29732
11017,23810
11018,6993
11019,49973
11020,44058
11021,16084
11022,24571
11023,67346
11024,54412
11025,42058
11026,37650
11027,9324
11028,4025
11029,40401
11030,39767
11031,36949
11032,27011
11033,20698
11034,18315
11035,59457
11036,14660
11037,20874
11038,16350
11039,35334
11040,29674
11041,34494
11042,20397
11043,20829
11044,28461
11045,41510
11046,34431
11047,66586
11048,47034
11049,5112
11050,62534
11051,9298
11052,44623
11053,60563
11054,4612
11055,61074
11056,64256
11057,12782
11058,40756
11059,47259
11060,29483
11061,50737
11062,32339
11063,19418
11064,53529
11065,10569
11066,59720
11067,29879
11068,27340
11069,75647
11070,33436
11071,63764
11072,59231
11073,7974
11074,57484
11075,30568
11076,21289
11077,8196
11078,51236
11079,51346
11080,60656
11081,46250
11082,34528
11083,57692
11084,47236
11085,71575
11086,445
11087,2783
11088,33223
11089,75024
11090,26478
11091,32404
11092,68162
11093,54812
11094,36793
11095,12776
11096,66407
11097,30132
11098,61385
11099,20348
11100,31864
11101,66868
11102,20925
11103,24734
11104,2538
11105,62646
11106,17001
11107,37550
11108,58352
11109,60007
11110,11719
11111,74633
11112,52841
11113,26724
11114,59366
11115,60020
11116,70745
11117,62917
11118,31238
11119,70524
11120,11124
11121,61032
11122,14435
11123,69214
11124,53258
11125,57757
11126,45957
11127,23774
11128,19420
11129,49317
11130,49319
11131,71454
11132,32741
11133,124
11134,12781
11135,30246
11136,60198
11137,62092
11138,67939
11139,25687
11140,42990
11141,2701
11142,57730
11143,69618
11144,57651
11145,35973
11146,47266
11147,69144
11148,62185
11149,64046
11150,28101
11151,592
11152,66540
11153,29128
11154,18656
11155,75372
11156,62017
11157,27217
11158,36041
11159,4410
11160,17937
11161,20059
11162,24986
11163,18595
11164,45320
11165,54555
11166,3568
11167,46963
11168,66789
11169,2870
11170,39095
11171,48996
11172,28698
11173,65802
11174,9998
11175,59956
11176,32112
11177,40003
11178,62020
11179,4966
11180,3344
11181,57960
11182,21994
11183,19342
11184,25648
11185,49866
11186,37371
11187,25240
11188,49511
11189,29978
11190,34403
11191,3394
11192,21815
11193,6616
11194,24254
11195,16431
11196,38932
11197,21354
11198,9575
11199,19718
11200,62767
11201,11074
11202,3024
11203,43133
11204,40800
11205,26877
11206,57510
11207,62664
11208,69010
11209,50256
11210,7914
11211,27378
11212,54366
11213,64441
11214,8432
11215,55442
11216,23743
11217,18485
11218,30122
11219,11560
11220,17952
11221,59493
11222,13522
11223,27680
11224,37243
11225,21078
11226,43358
11227,37619
11228,46011
11229,63516
11230,72608
11231,16330
11232,65079
11233,54639
11234,62285
11235,32115
11236,61749
11237,42099
11238,7003
11239,46496
11240,38664
11241,31764
11242,6187
11243,38355
11244,32216
11245,22213
11246,32863
11247,31099
11248,55931
11249,44093
11250,51901
11251,67904
11252,42721
11253,73210
11254,31019
11255,11398
11256,39021
11257,63927
11258,15763
11259,71128
11260,56017
11261,27345
11262,67201
11263,4946
11264,13341
11265,172
11266,28425
11267,126
11268,29538
11269,10591
11270,24692
11271,27164
11272,64591
11273,52106
11274,26063
11275,55218
11276,67186
11277,1850
11278,43347
11279,71124
11280,67933
11281,51915
11282,48457
11283,34312
11284,57259
11285,30180
11286,9101
11287,67655
11288,65047
11289,69444
11290,7964
11291,13879
11292,7285
11293,27383
11294,3142
11295,69479
11296,50561
11297,49410
11298,72824
11299,60661
11300,73128
11301,32557
11302,54240
11303,24947
11304,12996
11305,46076
11306,1039
11307,43264
11308,28186
11309,73081
11310,31909
11311,24452
11312,16563
11313,54019
11314,70545
11315,44920
11316,1066
11317,60658
11318,13909
11319,24281
11320,44118
11321,64170
11322,40177
11323,23977
11324,13083
11325,27807
11326,36332
11327,31745
11328,42797
11329,53542
11330,51750
11331,57536
11332,9693
11333,68081
11334,3099
11335,54823
11336,11008
11337,51661
11338,11060
11339,1606
11340,16135
11341,59215
11342,31693
11343,63576
11344,4006
11345,8215
11346,69173
11347,14142
11348,26158
11349,3774
11350,8145
11351,56182
11352,27284
11353,53185
11354,48228
11355,55256
11356,2663
11357,28441
11358,13915
11359,34456
11360,48945
11361,13616
11362,54187
11363,58158
11364,34114
11365,67352
11366,7303
11367,136
11368,46857
11369,14724
11370,31889
11371,38828
11372,39222
11373,8801
11374,36593
11375,27873
11376,44984
11377,16344
11378,67751
11379,55667
11380,74051
11381,32514
11382,63806
11383,23099
11384,55878
11385,6383
11386,69502
11387,57183
11388,71108
11389,22249
11390,51565
11391,71062
11392,28249
11393,33865
11394,27637
11395,5818
11396,25741
11397,66334
11398,46511
11399,68398
11400,15528
11401,36562
11402,57002
11403,14176
11404,40153
11405,14619
11406,47012
11407,20651
11408,16313
11409,17071
11410,49832
11411,12337
11412,67480
11413,72931
11414,73917
11415,10132
11416,39064
11417,9716
11418,73246
11419,14976
11420,70658
11421,21565
11422,49784
11423,51312
11424,59247
11425,70772
11426,21529
11427,69845
11428,48531
11429,57475
11430,39845
11431,23648
11432,54140
11433,45070
11434,665
11435,56773
11436,56160
11437,29855
11438,20228
11439,71515
11440,30763
11441,48247
11442,18859
11443,57829
11444,812
11445,49987
11446,21702
11447,68633
11448,3145
11449,46611
11450,10018
11451,5365
11452,5561
11453,31178
11454,3200
11455,64409
11456,1568
11457,3065
11458,59568
11459,53391
11460,6715
11461,14933
11462,34382
11463,47921
11464,68982
11465,40314
11466,9879
11467,68111
11468,57789
11469,3803
11470,58792
11471,72871
11472,46050
11473,46230
11474,66462
11475,64854
11476,38592
11477,22166
11478,38892
11479,74854
11480,39638
11481,55590
11482,32361
11483,50393
11484,27834
11485,47218
11486,44445
11487,5071
11488,61991
11489,28727
11490,19280
11491,24181
11492,67804
11493,40450
11494,1773
11495,28673
11496,9815
11497,4514
11498,25210
11499,7955
11500,29417
11501,28503
11502,30625
11503,32065
11504,69734
11505,40956
11506,69933
11507,19880
11508,8557
11509,10637
11510,65381
11511,4658
11512,55819
11513,18458
11514,13043
11515,36279
11516,22470
11517,49443
11518,58646
11519,59170
11520,28700
11521,16121
11522,43438
11523,46730
11524,60162
11525,5157
11526,11116
11527,31913
11528,73691
11529,54811
11530,42481
11531,46035
11532,59575
11533,26164
11534,67461
11535,64810
11536,13824
11537,40133
11538,51055
11539,25839
11540,24445
11541,38828
11542,53345
11543,62977
11544,16949
11545,49373
11546,74574
11547,68092
11548,64626
11549,24422
11550,22464
11551,50153
11552,66611
11553,31558
11554,37832
11555,15958
11556,69973
11557,46568
11558,53603
11559,26248
11560,7429
11561,35808
11562,33169
11563,19566
11564,66944
11565,14832
11566,9305
11567,8461
11568,32984
11569,57348
11570,5897
11571,49222
11572,450
11573,481
11574,52009
11575,44329
11576,3028
11577,41887
11578,47817
11579,8348
11580,45665
11581,15439
11582,30830
11583,59845
11584,69528
11585,21256
11586,14274
11587,25136
11588,74373
11589,42031
11590,7991
11591,35939
11592,72269
11593,13729
11594,1301
11595,21286
11596,60398
11597,67834
11598,50059
11599,7613
11600,67758
11601,1610
11602,18648
11603,64936
11604,72265
11605,74820
11606,32715
11607,53235
11608,62397
11609,427
11610,5767
11611,50977
11612,35053
11613,58026
11614,52726
11615,44096
11616,47855
11617,68830
11618,29527
11619,38476
11620,23528
11621,25547
11622,16097
11623,47566
11624,62867
11625,32058
11626,65152
11627,30633
11628,74120
11629,34715
11630,15038
11631,32298
11632,26277
11633,11518
11634,27085
11635,25345
11636,60611
11637,59233
11638,19390
11639,37235
11640,68244
11641,41725
11642,33662
11643,34439
11644,2899
11645,44013
11646,73945
11647,65911
11648,9878
11649,47181
11650,19789
11651,1356
11652,72864
11653,54120
11654,58488
11655,50721
11656,27585
11657,53150
11658,25384
11659,11359
11660,34812
11661,5594
11662,47681
11663,16656
11664,30545
11665,4503
11666,15188
11667,28006
11668,59936
11669,33995
11670,71524
11671,9844
11672,5418
11673,6750
11674,25223
11675,64586
11676,28660
11677,26352
11678,24177
11679,33833
11680,3625
11681,51533
11682,70955
11683,50034
11684,22636
11685,66322
11686,13350
11687,21589
11688,57426
11689,69651
11690,7091
11691,49715
11692,8323
11693,24442
11694,2006
11695,51663
11696,4306
11697,32492
11698,22358
11699,50328
11700,73919
11701,43907
11702,67560
11703,63807
11704,20154
11705,17766
11706,65803
11707,2999
11708,64167
11709,62874
11710,57204
11711,40265
11712,31658
11713,18662
11714,64137
11715,45816
11716,31708
11717,59685
11718,53126
11719,61451
11720,38441
11721,39198
11722,10492
11723,73687
11724,1580
11725,53614
11726,22570
11727,65530
11728,12929
11729,67827
11730,46217
11731,28454
11732,51123
11733,12584
11734,1904
11735,24111
11736,35171
11737,48369
11738,26156
11739,29798
11740,59953
11741,75412
11742,53090
11743,63638
11744,648
11745,63970
11746,66225
11747,55414
11748,51676
11749,53981
11750,26560
11751,30774
11752,41145
11753,25749
11754,78
11755,18111
11756,43812
11757,62442
11758,31918
11759,72986
11760,40068
11761,20442
11762,44735
11763,63072
11764,26467
11765,17742
11766,60293
11767,58659
11768,39214
11769,2361
11770,73366
11771,75592
11772,12654
11773,64629
11774,32351
11775,7040
11776,32044
11777,56796
11778,31236
11779,9879
11780,51384
11781,45264
11782,7571
11783,58379
11784,57086
11785,66312
11786,74374
11787,15267
11788,8410
11789,62259
11790,17268
11791,27121
11792,30791
11793,49619
11794,629
11795,6173
